"header","title","titleUrl","time","products","activityControls","description","details","subtitles"
"YouTube","Watched About Us","https://www.youtube.com/watch?v\u003d5dHT-XLZimQ","2022-11-06T23:18:11.900Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 3:18 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched Become a Software Engineer while living your life","https://www.youtube.com/watch?v\u003dvLmEz5nn9-4","2022-11-06T23:12:54.278Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 3:12 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched Learn to Code and Get Paid with The Programmer Coach","https://www.youtube.com/watch?v\u003d9i7dOb8TujI","2022-11-06T23:09:40.019Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 3:09 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched AlgoExpert | Ace the Coding Interviews","https://www.youtube.com/watch?v\u003deGE-tFalwpA","2022-11-06T05:39:01.717Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 10:39 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched Communicate with confidence | Write Your Future With Grammarly","https://www.youtube.com/watch?v\u003dlhTQyoa1K4c","2022-11-06T05:35:03.935Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 10:35 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched Finish Your Degree From Anywhere With UAT\u0027s Synchronic Learning Experience in 2019","https://www.youtube.com/watch?v\u003dtwxep60Tef4","2022-11-06T01:01:05.089Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 6:01 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched Dreamers: Start Here | Full Sail University","https://www.youtube.com/watch?v\u003deAQPH0lsGeE","2022-11-06T00:52:39.008Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 5:52 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched Zillion Dollars - CTA learn more","https://www.youtube.com/watch?v\u003dS80XEs7Kl2U","2022-11-06T00:45:33.282Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 5:45 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched #LifeAtCruise: Driving change together","https://www.youtube.com/watch?v\u003dhUIF4zVJvuA","2022-11-06T00:42:16.576Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 5:42 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Visited https://devslopes.com/secret-sauce?utm_source\u003dYouTube\u0026utm_medium\u003dyoutube.com\u0026utm_campaign\u003dVSL+%7C+IM+%7C+Code+Courses%7C+Lara+Testi+%7C+TCPA\u0026utm_content\u003dLara+Testi+%7C+IM","https://www.google.com/url?q\u003dhttps://devslopes.com/secret-sauce%3Futm_source%3DYouTube%26utm_medium%3Dyoutube.com%26utm_campaign%3DVSL%2B%257C%2BIM%2B%257C%2BCode%2BCourses%257C%2BLara%2BTesti%2B%257C%2BTCPA%26utm_content%3DLara%2BTesti%2B%257C%2BIM\u0026usg\u003dAOvVaw3yCj5F-Pk2nDZB3M6m0AXf","2022-11-06T00:31:28.048Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]",,"[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched Lara Testimonial","https://www.youtube.com/watch?v\u003dH_F937GXEhw","2022-11-06T00:31:17.159Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 5:31 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched Download_SecondIncome_01","https://www.youtube.com/watch?v\u003dhF2w037w59I","2022-11-06T00:25:19.880Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 5:25 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched 7MM BC YT Hook 16","https://www.youtube.com/watch?v\u003dyA5SqBe75tQ","2022-11-06T00:18:48.997Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 5:18 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched Tech Cyber NPG DCE Batch01 Script01 LVC NA Full Desktop Mar22","https://www.youtube.com/watch?v\u003d2J9nqxrJiNM","2022-11-06T00:12:59.124Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 5:12 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched Learn to Code and Get Paid with The Programmer Coach","https://www.youtube.com/watch?v\u003d9i7dOb8TujI","2022-11-05T23:47:27.421Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 4:47 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched https://www.youtube.com/watch?v\u003d9DnpSGkl1_I","https://www.youtube.com/watch?v\u003d9DnpSGkl1_I","2022-11-05T05:38:46.921Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 10:38 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Searched for una mattina movie","https://www.youtube.com/results?search_query\u003duna+mattina+movie","2022-11-05T05:38:40.968Z","[\"YouTube\"]","[\"YouTube search history\"]",,,
"YouTube","Searched for una mattina","https://www.youtube.com/results?search_query\u003duna+mattina","2022-11-05T05:38:04.940Z","[\"YouTube\"]","[\"YouTube search history\"]",,,
"YouTube","Watched YouTube_NMH_15s_la.EN_cc.Global","https://www.youtube.com/watch?v\u003daBWWsuwdc8A","2022-11-05T04:32:25.211Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 9:32 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched YouTube_Whatever_15s_la.EN_cc.Global","https://www.youtube.com/watch?v\u003dUmcuMvz8Bz8","2022-11-04T21:37:14.736Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 2:37 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched Candlelight 3 (inglés) - new version","https://www.youtube.com/watch?v\u003dIBK_fQRBFm4","2022-11-04T21:12:34.993Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 2:12 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched YouTube_Whatever_30s_la.EN_cc.Global","https://www.youtube.com/watch?v\u003dxK7w_BA9S_E","2022-11-04T21:11:56.725Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 2:11 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched Resume Templates That Fit Your Needs: MyPerfectResume","https://www.youtube.com/watch?v\u003dxKgBL5rCyV8","2022-11-04T21:08:40.362Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 2:08 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched YouTube_Whatever_30s_la.EN_cc.Global","https://www.youtube.com/watch?v\u003dxK7w_BA9S_E","2022-11-03T17:04:22.981Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 10:04 AM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched Ka\u0027Chava - The World\u0027s Healthiest Superfood Breakfast In Seconds","https://www.youtube.com/watch?v\u003djoc4Uagogzk","2022-11-03T16:39:05.763Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 9:39 AM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Searched for corn","https://www.youtube.com/results?search_query\u003dcorn","2022-11-03T16:38:06.141Z","[\"YouTube\"]","[\"YouTube search history\"]",,,
"YouTube","Searched for how to make an app that reminds me it is raining","https://www.youtube.com/results?search_query\u003dhow+to+make+an+app+that+reminds+me+it+is+raining","2022-11-03T16:37:03.825Z","[\"YouTube\"]","[\"YouTube search history\"]",,,
"YouTube","Watched Coding Dojo - Redefine Possible","https://www.youtube.com/watch?v\u003dj_xoEz_0hW8","2022-11-03T16:35:35.286Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 9:35 AM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Searched for coding bootcamp 2022","https://www.youtube.com/results?search_query\u003dcoding+bootcamp+2022","2022-11-01T20:51:39.242Z","[\"YouTube\"]","[\"YouTube search history\"]",,,
"YouTube","Watched Coding Dojo Cybersecurity Bootcamp","https://www.youtube.com/watch?v\u003dmK_Rf_hu2-Y","2022-11-01T05:24:29.817Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 10:24 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Searched for the untouchables french movie ","https://www.youtube.com/results?search_query\u003dthe+untouchables+french+movie+","2022-11-01T05:24:13.203Z","[\"YouTube\"]","[\"YouTube search history\"]",,,
"YouTube","Searched for the untouchables","https://www.youtube.com/results?search_query\u003dthe+untouchables","2022-11-01T05:23:56.702Z","[\"YouTube\"]","[\"YouTube search history\"]",,,
"YouTube","Searched for Marcus Fenix dialogue","https://www.youtube.com/results?search_query\u003dMarcus+Fenix+dialogue","2022-11-01T03:13:55.635Z","[\"YouTube\"]","[\"YouTube search history\"]",,,
"YouTube","Watched BRUCE NEW AD 1","https://www.youtube.com/watch?v\u003deWSWjfdUl8I","2022-11-01T03:12:20.064Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 8:12 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched Learn How To Code @FlatironSchoolOfficial","https://www.youtube.com/watch?v\u003dabYXpfWemdk","2022-11-01T02:32:42.136Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 7:32 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Searched for bioshock","https://www.youtube.com/results?search_query\u003dbioshock","2022-11-01T02:26:04.019Z","[\"YouTube\"]","[\"YouTube search history\"]",,,
"YouTube","Watched Coding Dojo - Redefine Possible","https://www.youtube.com/watch?v\u003dj_xoEz_0hW8","2022-11-01T02:22:31.720Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 7:22 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched Become a Software Engineer while living your life","https://www.youtube.com/watch?v\u003dvLmEz5nn9-4","2022-10-31T06:24:24.149Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 11:24 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched Coding Dojo - Redefine Possible","https://www.youtube.com/watch?v\u003dj_xoEz_0hW8","2022-10-31T06:20:16.337Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 11:20 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched Learn about the metaverse with a free course","https://www.youtube.com/watch?v\u003dgG2Fp_49ljM","2022-10-31T05:27:50.199Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 10:27 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched Launch A Career in Tech - This is How","https://www.youtube.com/watch?v\u003dJWqkGZJr-3s","2022-10-31T05:22:04.776Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 10:22 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched From Teacher to Software Engineer in 10 Months","https://www.youtube.com/watch?v\u003dKK7hENGVuW0","2022-10-31T05:17:34.114Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 10:17 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched System Design of Food Delivery Apps | Masterclass by Scaler","https://www.youtube.com/watch?v\u003d8pZUJMGFcRE","2022-10-31T05:07:36.928Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 10:07 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched Change Things @FlatironSchoolOfficial","https://www.youtube.com/watch?v\u003dhJATZsyJi8E","2022-10-31T05:03:29.363Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 10:03 PM
Watched at 9:47 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Searched for hu jing tao","https://www.youtube.com/results?search_query\u003dhu+jing+tao","2022-10-31T05:03:12.573Z","[\"YouTube\"]","[\"YouTube search history\"]",,,
"YouTube","Watched System Design of Food Delivery Apps | Masterclass by Scaler","https://www.youtube.com/watch?v\u003duF6FHNYYZhQ","2022-10-31T00:17:18.157Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 5:17 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched #LifeAtCruise: Driving change together","https://www.youtube.com/watch?v\u003dhUIF4zVJvuA","2022-10-30T05:23:42.110Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 10:23 PM
Watched at 7:35 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched SUS 5B","https://www.youtube.com/watch?v\u003ddE6vu1ViAtA","2022-10-30T05:16:09.256Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 10:16 PM
Watched at 9:53 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched Codecademy   Grant Guttschow   V4 1","https://www.youtube.com/watch?v\u003dG6EsZnQMhmw","2022-10-30T05:11:32.010Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 10:11 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched Coding Dojo - Redefine Possible","https://www.youtube.com/watch?v\u003dj_xoEz_0hW8","2022-10-30T05:04:51.643Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 10:04 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched High Level Design of Food Delivery Apps | Masterclass by Scaler","https://www.youtube.com/watch?v\u003d7CpRqD26bUU","2022-10-30T04:58:56.337Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 9:58 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched Change Things @FlatironSchoolOfficial","https://www.youtube.com/watch?v\u003dhJATZsyJi8E","2022-10-30T04:47:34.978Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 9:47 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched [VIDEO] EN_CAPTACAO_ICP6_VIDEO_AD001","https://www.youtube.com/watch?v\u003drtX-LbtZt8o","2022-10-30T04:39:23.359Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 9:39 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched careerpaths v6 logo","https://www.youtube.com/watch?v\u003dTjJ4dWcei9A","2022-10-30T04:34:05.778Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 9:34 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched Define Your Future at CrowdStrike","https://www.youtube.com/watch?v\u003d9oNvqQGHaQU","2022-10-30T04:27:19.771Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 9:27 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched Learn about the metaverse with a free course","https://www.youtube.com/watch?v\u003dgG2Fp_49ljM","2022-10-30T04:10:31.960Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 9:10 PM
Watched at 6:20 PM
Watched at 4:33 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Searched for 2022 career freeze","https://www.youtube.com/results?search_query\u003d2022+career+freeze","2022-10-30T04:08:15.660Z","[\"YouTube\"]","[\"YouTube search history\"]",,,
"YouTube","Searched for 2022 job market","https://www.youtube.com/results?search_query\u003d2022+job+market","2022-10-30T04:07:44.066Z","[\"YouTube\"]","[\"YouTube search history\"]",,,
"YouTube","Watched Puget Sound Starts with Car Care_4k_English","https://www.youtube.com/watch?v\u003duyLnK72Rr1Y","2022-10-30T04:05:36.289Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 9:05 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched Vrbo | A Place For Together - Only Your People | 30s | Combo","https://www.youtube.com/watch?v\u003dvf-Hrqo_PaQ","2022-10-30T03:36:27.406Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 8:36 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched Build. Manage. Grow. | Wix eCommerce","https://www.youtube.com/watch?v\u003dH3Uk9WAOI08","2022-10-30T03:32:22.751Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 8:32 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Searched for university of washington geography major","https://www.youtube.com/results?search_query\u003duniversity+of+washington+geography+major","2022-10-30T03:32:04.976Z","[\"YouTube\"]","[\"YouTube search history\"]",,,
"YouTube","Watched System Design of Food Delivery Apps | Masterclass by Scaler","https://www.youtube.com/watch?v\u003d8pZUJMGFcRE","2022-10-30T03:26:42.346Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 8:26 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Searched for uw geography data science option major ","https://www.youtube.com/results?search_query\u003duw+geography+data+science+option+major+","2022-10-30T03:17:05.289Z","[\"YouTube\"]","[\"YouTube search history\"]",,,
"YouTube","Watched Candlelight 1 (inglés) - new version","https://www.youtube.com/watch?v\u003d85nrjb67BF4","2022-10-30T02:52:46.152Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 7:52 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Searched for uw geography data science major ","https://www.youtube.com/results?search_query\u003duw+geography+data+science+major+","2022-10-30T02:52:23.763Z","[\"YouTube\"]","[\"YouTube search history\"]",,,
"YouTube","Searched for uw geography major","https://www.youtube.com/results?search_query\u003duw+geography+major","2022-10-30T02:42:01.160Z","[\"YouTube\"]","[\"YouTube search history\"]",,,
"YouTube","Watched Become a Software Engineer while living your life","https://www.youtube.com/watch?v\u003dvLmEz5nn9-4","2022-10-30T02:41:12.803Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 7:41 PM
Watched at 1:52 PM
Watched at 12:52 AM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Searched for regret going to UW","https://www.youtube.com/results?search_query\u003dregret+going+to+UW","2022-10-30T02:36:03.965Z","[\"YouTube\"]","[\"YouTube search history\"]",,,
"YouTube","Watched UE RaiseHand___ENG","https://www.youtube.com/watch?v\u003dVTEy-snAXrM","2022-10-30T02:30:20.028Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 7:30 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched Candlelight 3 (inglés) - new version","https://www.youtube.com/watch?v\u003dIBK_fQRBFm4","2022-10-30T02:19:58.292Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 7:19 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched Coding Dojo Cybersecurity Bootcamp","https://www.youtube.com/watch?v\u003dmK_Rf_hu2-Y","2022-10-30T02:13:47.707Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 7:13 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched YOUTUBE_VideoAction_C32022-Test_LF_DA-SC_V1_26s","https://www.youtube.com/watch?v\u003dDqBKMDVmkF8","2022-10-29T23:39:20.294Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 4:39 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched Candlelight 2 (inglés) - new version","https://www.youtube.com/watch?v\u003dw254WeWVXeU","2022-10-29T22:22:46.834Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 3:22 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched SV Academy Graduates","https://www.youtube.com/watch?v\u003d37EX0jDv85M","2022-10-29T22:14:15.097Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 3:14 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched Align Program - It\u0027s Never Too Late","https://www.youtube.com/watch?v\u003diojtfRn80Gs","2022-10-29T21:20:05.171Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 2:20 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Searched for amazon leadership principles online assessment","https://www.youtube.com/results?search_query\u003damazon+leadership+principles+online+assessment","2022-10-29T21:19:42.672Z","[\"YouTube\"]","[\"YouTube search history\"]",,,
"YouTube","Watched Residency Success At St. George’s University","https://www.youtube.com/watch?v\u003d_uHZZmTXzQw","2022-10-29T21:09:17.635Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 2:09 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched 2021 YouTube Ad 15sec","https://www.youtube.com/watch?v\u003djrj2R6ddrlg","2022-10-29T21:03:37.170Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 2:03 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched Help protect Southern Resident killer whales","https://www.youtube.com/watch?v\u003d7G_B2sxvzyo","2022-10-29T21:03:21.832Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 2:03 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Searched for amazon area manager intern assessment","https://www.youtube.com/results?search_query\u003damazon+area+manager+intern+assessment","2022-10-29T20:51:31.024Z","[\"YouTube\"]","[\"YouTube search history\"]",,,
"YouTube","Visited https://jobsflag.com/tm.php?lid\u003d24rS\u0026lb\u003damazon\u0026key\u003ddata+entry","https://www.google.com/url?q\u003dhttps://jobsflag.com/tm.php%3Flid%3D24rS%26lb%3Damazon%26key%3Ddata%2Bentry\u0026usg\u003dAOvVaw3CGKIk47ekh0axrnV9fezQ","2022-10-29T08:40:47.519Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]",,"[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched Grant Cardone - REI Webinar - 800 Hundred -2022-05-26","https://www.youtube.com/watch?v\u003dbdWJADb4N6M","2022-10-29T08:36:54.107Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 1:36 AM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched How To Get Hired Into A PhD Job In Industry (Apply To Book A Free PhD Transition Call)","https://www.youtube.com/watch?v\u003dhApCrcEMR0U","2022-10-29T08:21:52.927Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 1:21 AM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Searched for transfer from uw","https://www.youtube.com/results?search_query\u003dtransfer+from+uw","2022-10-29T08:20:48.847Z","[\"YouTube\"]","[\"YouTube search history\"]",,,
"YouTube","Searched for uw bothell","https://www.youtube.com/results?search_query\u003duw+bothell","2022-10-29T08:16:40.444Z","[\"YouTube\"]","[\"YouTube search history\"]",,,
"YouTube","Searched for transfer from UW","https://www.youtube.com/results?search_query\u003dtransfer+from+UW","2022-10-29T08:13:23.523Z","[\"YouTube\"]","[\"YouTube search history\"]",,,
"YouTube","Watched From Teacher to Software Engineer in 10 Months","https://www.youtube.com/watch?v\u003dKK7hENGVuW0","2022-10-29T08:11:50.579Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 1:11 AM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched Video 07   7MM Explainer","https://www.youtube.com/watch?v\u003d8OzRXX_bimQ","2022-10-29T08:00:51.486Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 1:00 AM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Searched for transfer as a senior at UW","https://www.youtube.com/results?search_query\u003dtransfer+as+a+senior+at+UW","2022-10-29T07:52:20.659Z","[\"YouTube\"]","[\"YouTube search history\"]",,,
"YouTube","Watched It’s More Than a Jacket | The North Face","https://www.youtube.com/watch?v\u003dW9hJNGpSJIU","2022-10-29T07:28:27.272Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 12:28 AM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched Get Your Tone Just Right with Grammarly","https://www.youtube.com/watch?v\u003d7iA6dkaXYoo","2022-10-29T07:24:29.264Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 12:24 AM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched Get the Job or Pay Nothing","https://www.youtube.com/watch?v\u003dXZ_UKOH3Z7M","2022-10-28T23:40:49.179Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 4:40 PM","[{\"name\":\"From Google Ads\"}]",
"YouTube","Watched Dataiku Manifesto   15 Cutdown   v5 0 1","https://www.youtube.com/watch?v\u003dw3AM_l_TpSw","2022-10-28T23:37:06.010Z","[\"YouTube\"]","[\"Web \\u0026 App Activity\",\"YouTube watch history\",\"YouTube search history\"]","Watched at 4:37 PM","[{\"name\":\"From Google Ads\"}]",
